Label,SMSText,Cleaned_SMSText
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer double mind double txt well orange tariff get late camera phone free call mobileupd free stoptxt tis
ham,"Nah, I'm a perpetual DD",ah I perpetual
ham,Sorry de i went to shop.,sorry de I go shop
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,hope enjoy new content text stop subscribe help provide tonesyoucouk
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen movable sum angry wid u dint take seriously co angry childish n true way show deep affection care n lui ketoda mania nice day da
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,hey still want go yogasana co end line go bathe steam bath
ham,Nope i'm not drivin... I neva develop da photos lei...,hope I not drive I neve develop da photo let
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,I think go red tract lesson fling advance hata wat time u go
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,cool I leave inch long hope like big
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",housemaid murderer co man murder leave th january public holiday govtinstituition closedinclude post oficeunderstand
ham,Okie.. Thanx..,one
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,day neuro kickoff u keep inform late news result daily subscribe send get neuro stop
ham,Go where n buy? Juz buy when we get there lar.,go n buy jug buy get war
ham,Ok lor...,ok
ham,I'm working technical support :)voice process.,I work technical support voice process
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,justben week since break already brain go must
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",tune wish great day axilla
ham,Nope... C ü then...,hope c u
ham,No. But we'll do medical missions to nigeria,no medical mission siberia
ham,No i am not having not any movies in my laptop,no I not not move lawton
ham,Whatsup there. Dont u want to sleep,whatsup u want sleep
spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,urgent please call lanoline cash luxury angry island holiday await collection tis award may pm
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",urgent please call lanoline complimentary klux costa del sol holiday cash await collection pm tis james
ham,I havent lei.. Next mon can?,I let next mon
ham,Mm feeling sleepy. today itself i shall get that dear,mm feel sleepy today I shall get dear
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,dare stupid I tell anything hear I talk
ham,Do ü noe if ben is going?,u not ben go
ham,Can you do a mag meeting this avo at some point?,may meeting ago point
ham,I meant middle left or right?,I mean middle leave right
ham,Really? I crashed out cuddled on my sofa.,really I crash huddle sofa
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,hi coach try call u unable reach u give I miss cal u c tie mug manage
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",I send price mean leave g
ham,Are you this much buzy,much busy
ham,Nothing. Can...,nothing
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I not know u u not know I send chat let find past red hgsuitelandsrowjhl len year
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,no work ring u thing whole houseful scream boat pull hair love u
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,family not respond anything room not go home dial no one call I not come make I feel like die
ham,"Tick, tick, tick ... Babe",tick tick tick babe
ham,R ü going 4 today's meeting?,r u go today meeting
ham,K da:)how many page you want?,k many page want
ham,Ya had just now.onion roast.,nowonion roast
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,send number give reply tomorrow morning say like ok
ham,You said not now. No problem. When you can. Let me know.,say not no problem let I know
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,ok tell I half b u come I need prepare
ham,Play w computer? Aiyah i tok 2 u lor?,play w computer dinah I u
ham,Sat right? Okay thanks... ,sit right okay thank
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",deep bad due always want party due file complaint three drug abuse live
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,ok chinese food way I get fat pay lip
ham,We r outside already.,r outside already
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,good trip watch remember get back must decide easter
ham,Yo we are watching a movie on netflix,watch movie netflix
ham,What time. I‘m out until prob 3 or so,time probe
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",I clash really ah I dun mind I dun see lose weight gee
ham,I dont thnk its a wrong calling between us,I think wrong call
ham,I am not sure about night menu. . . I know only about noon menu,I not sure night menu I know noon menu
ham,ARR birthday today:) i wish him to get more oscar.,ar birthday today I wish get oscar
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowly god love amp I need youclean heart blodsend ten special people amp u c miracle tomorrow itplspls
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",open rebel firefox load put plus sign user name place show two number low number number pick number pin display okay
ham, and  picking them up from various points,pick various point
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,marry local woman look discreet action real match instantly phone text match mug cost p stop txt stop bcmsfwcnx
ham,Wow v v impressed. Have funs shopping!,v v impress gun shop
ham,I am on the way to ur home,I way home
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,burgher king wan na play forty top stadium get burgher king st sept go large super cocacola walk winner
ham,No problem. Talk to you later,no problem talk later
ham,Still in customer place,still customer place
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,come take little time child afraid dark become teenager want stay night
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",due u know also telugutht god god not
ham,We confirm eating at esplanade?,confirm eat esplanade
ham,Send me your id and password,send I I password
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,kind take garage centre part exhaust need replace part order n take fix morning
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",chance win cash every txt action tss wmovietriviatv custcare hawk
ham,Well I might not come then...,well I might not come
ham,Long after I quit. I get on only like 5 minutes a day as it is.,long I quit I get like minute day
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,likely call mitelschmertz goose paracetamol worry go
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,well right I na get check today steam sale text I want I come get
ham,"Just arrived, see you in a couple days &lt;3",arrive see couple day
ham,"K, wat s tht incident?",k wat incident
ham,Yeah get the unlimited,yeah get unlimited
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,I b end still get conclusion n content pg n reference I b da content pg n cover pg
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",forgot take I year shower sorry phone dead yet
ham,Ü got wat to buy tell us then ü no need to come in again.,u get wat buy tell u no need come
ham,When you are big..| God will bring success.,big god bring success
spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,use bin award play instant cash call claim every th player win min stout
ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,r stay extra week back next rugby weekend hi c u soon
